Step,Number
1397,635803411534414240263356705886572021408752062968134635293406938517042784
1398,317901705767207120131678352943286010704376031484067317646703469258521392
1399,158950852883603560065839176471643005352188015742033658823351734629260696
1400,79475426441801780032919588235821502676094007871016829411675867314630348
1401,39737713220900890016459794117910751338047003935508414705837933657315174
1402,19868856610450445008229897058955375669023501967754207352918966828657587
1403,59606569831351335024689691176866127007070505903262622058756900485972762
1404,29803284915675667512344845588433063503535252951631311029378450242986381
1405,89409854747027002537034536765299190510605758854893933088135350728959144
1406,44704927373513501268517268382649595255302879427446966544067675364479572
1407,22352463686756750634258634191324797627651439713723483272033837682239786
1408,11176231843378375317129317095662398813825719856861741636016918841119893
1409,33528695530135125951387951286987196441477159570585224908050756523359680
1410,16764347765067562975693975643493598220738579785292612454025378261679840
1411,8382173882533781487846987821746799110369289892646306227012689130839920
1412,4191086941266890743923493910873399555184644946323153113506344565419960
1413,2095543470633445371961746955436699777592322473161576556753172282709980
1414,1047771735316722685980873477718349888796161236580788278376586141354990
1415,523885867658361342990436738859174944398080618290394139188293070677495
1416,1571657602975084028971310216577524833194241854871182417564879212032486
1417,785828801487542014485655108288762416597120927435591208782439606016243
1418,2357486404462626043456965324866287249791362782306773626347318818048730
1419,1178743202231313021728482662433143624895681391153386813173659409024365
1420,3536229606693939065185447987299430874687044173460160439520978227073096
1421,1768114803346969532592723993649715437343522086730080219760489113536548
1422,884057401673484766296361996824857718671761043365040109880244556768274
1423,442028700836742383148180998412428859335880521682520054940122278384137
1424,1326086102510227149444542995237286578007641565047560164820366835152412
1425,663043051255113574722271497618643289003820782523780082410183417576206
1426,331521525627556787361135748809321644501910391261890041205091708788103
1427,994564576882670362083407246427964933505731173785670123615275126364310
1428,497282288441335181041703623213982466752865586892835061807637563182155
1429,1491846865324005543125110869641947400258596760678505185422912689546466
1430,745923432662002771562555434820973700129298380339252592711456344773233
1431,2237770297986008314687666304462921100387895141017757778134369034319700
1432,1118885148993004157343833152231460550193947570508878889067184517159850
1433,559442574496502078671916576115730275096973785254439444533592258579925
1434,1678327723489506236015749728347190825290921355763318333600776775739776
1435,839163861744753118007874864173595412645460677881659166800388387869888
1436,419581930872376559003937432086797706322730338940829583400194193934944
1437,209790965436188279501968716043398853161365169470414791700097096967472
1438,104895482718094139750984358021699426580682584735207395850048548483736
1439,52447741359047069875492179010849713290341292367603697925024274241868
1440,26223870679523534937746089505424856645170646183801848962512137120934
1441,13111935339761767468873044752712428322585323091900924481256068560467
1442,39335806019285302406619134258137284967755969275702773443768205681402
1443,19667903009642651203309567129068642483877984637851386721884102840701
1444,59003709028927953609928701387205927451633953913554160165652308522104
1445,29501854514463976804964350693602963725816976956777080082826154261052
1446,14750927257231988402482175346801481862908488478388540041413077130526
1447,7375463628615994201241087673400740931454244239194270020706538565263
1448,22126390885847982603723263020202222794362732717582810062119615695790
1449,11063195442923991301861631510101111397181366358791405031059807847895
1450,33189586328771973905584894530303334191544099076374215093179423543686
1451,16594793164385986952792447265151667095772049538187107546589711771843
1452,49784379493157960858377341795455001287316148614561322639769135315530
1453,24892189746578980429188670897727500643658074307280661319884567657765
1454,74676569239736941287566012693182501930974222921841983959653702973296
1455,37338284619868470643783006346591250965487111460920991979826851486648
1456,18669142309934235321891503173295625482743555730460495989913425743324
1457,9334571154967117660945751586647812741371777865230247994956712871662
1458,4667285577483558830472875793323906370685888932615123997478356435831
1459,14001856732450676491418627379971719112057666797845371992435069307494
1460,7000928366225338245709313689985859556028833398922685996217534653747
1461,21002785098676014737127941069957578668086500196768057988652603961242
1462,10501392549338007368563970534978789334043250098384028994326301980621
1463,31504177648014022105691911604936368002129750295152086982978905941864
1464,15752088824007011052845955802468184001064875147576043491489452970932
1465,7876044412003505526422977901234092000532437573788021745744726485466
1466,3938022206001752763211488950617046000266218786894010872872363242733
1467,11814066618005258289634466851851138000798656360682032618617089728200
1468,5907033309002629144817233425925569000399328180341016309308544864100
1469,2953516654501314572408616712962784500199664090170508154654272432050
1470,1476758327250657286204308356481392250099832045085254077327136216025
1471,4430274981751971858612925069444176750299496135255762231981408648076
1472,2215137490875985929306462534722088375149748067627881115990704324038
1473,1107568745437992964653231267361044187574874033813940557995352162019
1474,3322706236313978893959693802083132562724622101441821673986056486058
1475,1661353118156989446979846901041566281362311050720910836993028243029
1476,4984059354470968340939540703124698844086933152162732510979084729088
1477,2492029677235484170469770351562349422043466576081366255489542364544
1478,1246014838617742085234885175781174711021733288040683127744771182272
1479,623007419308871042617442587890587355510866644020341563872385591136
1480,311503709654435521308721293945293677755433322010170781936192795568
